968;-118.4642285;45.5539476
12292;-118.4528752;45.5349536
11199;-122.8397712;45.4950207
17718;-122.1563706;45.1673046
16812;-123.3935941;42.6905571
11149;-122.6373395;45.4035833
16811;-123.3935684;42.6901218
11097;-122.6350294;45.4020887
11265;-122.6649419;42.1853626
969;-118.4578989;45.5386389
4685;-122.9469873;45.3001566
6008;-122.5776222;45.5759458
12932;-122.5777703;45.5748638
6335;-123.2061233;45.1197664
13002;-124.4179637;42.3466009
16604;-122.394705;42.109774
805;-122.5766948;45.5778746
17351;-121.3025901;44.2339313
18765;-124.2254786;43.2593643
13070;-122.95554;42.322312
7965;-122.6854902;45.5224409
9495;-122.8522298;45.65217
9287;-122.9899914;44.9832226
3255;-122.7225262;45.1726958
7028;-123.151992;43.604299
17710;-122.7912804;45.4954439
16256;-122.7910667;45.4987814
3447;-123.1313;42.411744
18882;-124.3995072;42.2604343
7826;-124.3983665;42.2696059
11955;-120.9449193;44.9188795
5602;-122.7502063;45.2335362
14091;-122.690851;45.5393227
13512;-118.5028167;45.6001094
967;-118.5028967;45.5999912
958;-118.5098261;45.5988257
13208;-118.5093572;45.5989124
8744;-121.2141468;45.6304859
16657;-122.428804;42.11089
16598;-122.377363;42.114449
11902;-122.5790357;45.5329634
4113;-123.4376897;45.0786118
4114;-123.4333797;45.0797335
19489;-124.3933126;42.6129239
4879;-124.2266125;43.2883548
10712;-122.8157574;45.4296874
9614;-123.4393303;44.7445044
10292;-124.2259087;43.2885547
15398;-123.3226586;42.4622559
1339;-122.803179;45.4544653
70;-116.9419972;44.0081887
11108;-122.6109732;45.3860332
4882;-124.2292895;43.2645272
5021;-122.5785504;45.5591912
7506;-122.5784893;45.5626689
325;-122.8107171;45.4247379
10138;-122.8131192;42.2808096
7637;-123.820845;45.783362
15808;-122.983578;42.315137
13394;-122.5790559;45.5264204
13354;-123.8593812;45.7089328
6421;-123.1758056;44.8451247
9652;-122.4965317;45.5150656
2943;-120.2047833;45.7188923
1270;-122.5721248;45.4075171
15263;-122.6104105;45.3632149
9108;-122.6103382;45.3636837
17752;-118.4630483;45.5556304
10840;-122.6758469;45.5198597
6094;-122.6663333;45.5123901
7682;-123.0233872;44.9290334
11967;-122.7913325;45.6059165
11959;-122.7934479;45.6080856
19475;-124.2199552;43.290311
14598;-122.3983449;45.5408187
19474;-124.2194114;43.2916854
970;-118.4233184;45.503342
14537;-122.4004463;45.538973
8336;-124.13808;43.0755511
17766;-118.413932;45.4931087
14159;-124.137933;43.0778499
14143;-124.1392544;43.0815485
12705;-123.0730763;43.7652037
4983;-123.0711366;43.7659847
11927;-123.381846;42.6318843
11926;-123.3816675;42.6314665
12088;-122.7873267;45.0095877
380;-122.8111041;45.4255269
3334;-123.1179363;43.3020777
19548;-122.7935545;44.9982259
10711;-122.8156312;45.4291766
10109;-122.7144524;45.3593943
18328;-122.8208762;45.4402655
12089;-122.6964784;45.5559965
1;-122.884705;45.4956667
18714;-122.8156068;45.4408322
5250;-122.8750053;45.5342135
14862;-122.6977521;45.5560593
1857;-122.8751256;45.5342322
1858;-122.8703265;45.534215
5799;-123.8352937;46.1901769
5251;-122.8750069;45.5343081
5252;-122.8751312;45.5343113
2590;-122.751659;45.4247228
5561;-122.6822027;45.5560914
10485;-122.6810916;45.5561047
