3934;-122.79188;45.44647
3607;-122.73519;45.58617
4376;-122.75832;45.63755
5368;-122.73646;45.58647
4739;-122.57912;45.43513
3981;-122.57099;45.53132
4741;-122.57913;45.45394
903;-122.66878;45.46345
61;-122.57867;45.55243
5120;-122.37608;45.53892
3982;-122.56715;45.53093
4642;-122.57762;45.57594
5164;-122.57777;45.57486
2618;-122.37544;45.5386
5223;-122.66365;45.64985
629;-122.57669;45.57787
1985;-122.67858;45.60213
3465;-122.73911;45.59885
1624;-122.90021;45.53949
5246;-122.3605;45.57761
503;-122.60538;45.49397
3602;-122.79082;45.44687
2389;-122.67482;45.51345
2772;-122.91423;45.55087
1126;-122.70274;45.37468
4824;-122.89963;45.52903
1704;-122.43256;45.58083
3728;-122.79118;45.4988
1829;-122.57156;45.41848
677;-122.40801;45.38942
4360;-122.8212;45.51137
769;-122.85222;45.65217
476;-122.62457;45.4395
479;-122.62481;45.4396
2277;-122.67761;45.60317
475;-122.62428;45.43999
4693;-122.68615;45.51952
1308;-122.68465;45.50744
4742;-122.68597;45.51951
1509;-122.4611;45.39234
3294;-122.74197;45.42026
838;-122.79128;45.49544
2632;-122.67444;45.51361
86;-122.65414;45.49034
1225;-122.51937;45.67212
5002;-122.68324;45.60469
4308;-122.68543;45.59542
957;-122.64041;45.47396
2398;-122.89373;45.46577
5163;-122.5819;45.3609
5185;-122.58235;45.36157
897;-122.47558;45.49733
5184;-122.75768;45.38564
2540;-122.74416;45.41083
1134;-122.69085;45.53932
4507;-122.72282;45.45283
863;-122.76424;45.38423
864;-122.76299;45.38434
1137;-122.57695;45.5317
876;-122.57905;45.52696
2351;-122.75138;45.38604
5374;-122.40905;45.49767
1574;-122.67944;45.4752
1584;-122.72061;45.45435
5380;-122.41002;45.49769
633;-122.74461;45.42116
1521;-122.69658;45.46631
745;-122.68982;45.51344
3379;-122.68805;45.64029
822;-122.66587;45.65867
4393;-122.57903;45.53296
3953;-122.89972;45.53372
4785;-122.59538;45.646
433;-122.5355;45.55686
4786;-122.59611;45.64561
5044;-122.78083;45.50628
3479;-122.81506;45.52151
4554;-122.75757;45.63713
2571;-122.57658;45.53266
4665;-122.59787;45.531
121;-122.40115;45.51904
4692;-122.60853;45.52744
935;-122.56734;45.43486
4612;-122.6006;45.36676
932;-122.60924;45.36206
1775;-122.60072;45.64472
4101;-122.63315;45.53183
3677;-122.56578;45.52972
711;-122.75471;45.50581
397;-122.56733;45.43327
4092;-122.56546;45.52768
62;-122.57855;45.55919
4760;-122.59917;45.64497
4707;-122.63066;45.5336
719;-122.74917;45.50654
2654;-122.54819;45.57023
4842;-122.67782;45.49549
5212;-122.57848;45.56266
4018;-122.56889;45.53186
1635;-122.75119;45.42697
1636;-122.75161;45.42696
4311;-122.56451;45.53113
5210;-122.66332;45.64957
4890;-122.38814;45.58009
5247;-122.37014;45.5794
5125;-122.66322;45.64955
2570;-122.57524;45.5322
2509;-122.68233;45.59087
279;-122.66065;45.42433
848;-122.89996;45.54629
4895;-122.37626;45.58052
104;-122.78605;45.4717
236;-122.58238;45.585
245;-122.57864;45.58331
4025;-122.91615;45.42237
1422;-122.78613;45.47201
5172;-122.56484;45.42966
1040;-122.56658;45.64875
1458;-122.76545;45.44785
1418;-122.78596;45.47172
1419;-122.78606;45.47203
1090;-122.57212;45.40751
3380;-122.61041;45.36321
4285;-122.68454;45.59503
803;-122.61033;45.36368
325;-122.39093;45.46821
4265;-122.55973;45.62565
1850;-122.3899;45.46731
3865;-122.57469;45.66038
3619;-122.66074;45.50255
5122;-122.56092;45.53349
1341;-122.56498;45.42984
