12919;-122.1008458;45.3775287
696;-118.4642285;45.5539476
8135;-118.4528752;45.5349536
8144;-123.3475727;43.2090114
8145;-123.3482764;43.208086
6484;-123.3458035;43.2107164
10576;-121.7666325;42.2288789
10803;-121.7665483;42.2285269
10539;-121.7679198;42.2297108
12920;-122.0832891;45.3759161
10556;-121.7769598;42.2344809
11180;-123.3935941;42.6905571
1661;-121.5808591;45.7067871
11179;-123.3935684;42.6901218
10849;-121.7774482;42.2349699
7450;-122.6649419;42.1853626
697;-118.4578989;45.5386389
10403;-120.6591069;45.7275471
7420;-121.7969756;42.2350518
3119;-121.8724262;45.6740578
9789;-123.0745879;46.0970395
10577;-121.7751879;42.2327648
10578;-121.7765629;42.2338101
4167;-122.5776222;45.5759458
8539;-122.5777703;45.5748638
7159;-121.3794872;42.3763851
4359;-123.2061233;45.1197664
8587;-124.4179637;42.3466009
1292;-123.1076312;45.5375545
11003;-122.394705;42.109774
13156;-123.2682985;44.5562624
11398;-123.268957;44.5563188
9023;-123.268065;44.556255
579;-122.5766948;45.5778746
7019;-122.7391148;45.5988588
7478;-123.8530366;46.1879696
10526;-121.7655475;42.2278433
10807;-121.7668433;42.2283806
10832;-121.7653631;42.2283763
12512;-124.2254786;43.2593643
8628;-122.95554;42.322312
7512;-122.5715683;45.4184871
6345;-122.8522298;45.65217
9095;-122.9855907;44.8968082
12933;-117.7331152;43.7829552
11781;-122.7912804;45.4954439
2402;-123.1313;42.411744
4661;-122.6832443;45.6046981
12603;-124.3995072;42.2604343
4660;-122.6854393;45.5954218
2908;-121.4015352;45.6853649
7916;-120.9449193;44.9188795
9094;-122.9859393;44.8963418
3898;-122.7502063;45.2335362
1961;-122.744161;45.410833
9292;-122.690851;45.5393227
3981;-122.7228211;45.452831
8954;-118.5028167;45.6001094
695;-118.5028967;45.5999912
8883;-122.5790534;45.5269681
688;-118.5098261;45.5988257
4673;-122.7513814;45.3860482
8726;-118.5093572;45.5989124
2220;-122.9481163;45.3060125
2217;-122.9483359;45.3060005
5854;-121.2141468;45.6304859
7694;-120.913266;45.6352443
2215;-122.9532037;45.3045063
1520;-117.961201;45.1205101
11056;-122.428804;42.11089
10997;-122.377363;42.114449
7881;-122.5790357;45.5329634
8556;-117.9035146;45.0397992
2854;-123.4376897;45.0786118
13051;-124.3933126;42.6129239
3389;-124.2266125;43.2883548
7760;-123.4393303;44.7445044
6863;-124.2259087;43.2885547
10130;-123.3226586;42.4622559
50;-116.9419972;44.0081887
12978;-122.6823221;45.265429
3392;-124.2292895;43.2645272
3486;-122.5785504;45.5591912
9876;-122.5481945;45.5702362
5115;-122.5784893;45.5626689
12826;-117.2760511;45.7387501
6795;-122.8131192;42.2808096
10418;-122.983578;42.315137
2040;-120.2047833;45.7188923
913;-122.5721248;45.4075171
10042;-122.6104105;45.3632149
6110;-122.6103382;45.3636837
11808;-118.4630483;45.5556304
13042;-118.0459359;43.7684222
399;-118.0471804;43.7677172
2216;-122.9555841;45.3037598
283;-122.0115328;44.4150922
5223;-123.0233872;44.9290334
7927;-122.7913325;45.6059165
7920;-122.7934479;45.6080856
11336;-124.0822164;42.8971342
12455;-123.1276845;44.0547796
3095;-123.1227735;44.0533585
8029;-122.6673;42.1853623
13038;-124.2199552;43.290311
1397;-123.1034052;44.0532269
13037;-124.2194114;43.2916854
698;-118.4233184;45.503342
5603;-124.13808;43.0755511
11820;-118.413932;45.4931087
12431;-123.8442557;45.4720959
9330;-124.137933;43.0778499
12766;-123.8442544;45.4724918
9322;-124.1392544;43.0815485
12765;-123.8444589;45.4777899
11188;-123.8444149;45.4774512
9005;-120.7857972;45.349631
12708;-121.1939917;45.6069196
8378;-123.0730763;43.7652037
3454;-123.0711366;43.7659847
7901;-123.381846;42.6318843
9299;-122.6611866;45.5165584
7900;-123.3816675;42.6314665
3381;-122.6244894;45.4063476
4088;-122.6566883;45.501484
9609;-122.7645724;45.3354654
2320;-123.1179363;43.3020777
6735;-122.7144524;45.3593943
9630;-122.8179378;45.3681587
12189;-122.8208762;45.4402655
3;-122.884705;45.4956667
7998;-122.6964784;45.5559965
9348;-122.6853772;45.5080838
10993;-122.376634;42.114976
3380;-122.623605;45.4051963
3647;-122.8750053;45.5342135
1312;-122.8751256;45.5342322
1313;-122.8703265;45.534215
5682;-122.6016821;45.3747285
3225;-122.4837551;45.410417
4035;-123.8352937;46.1901769
3648;-122.8750069;45.5343081
3649;-122.8751312;45.5343113
12950;-124.2086065;43.3559627
1795;-122.751659;45.4247228
6976;-122.6810916;45.5561047
2987;-123.2956989;42.4370866
2732;-122.8064325;45.6176038
2730;-122.8068321;45.6178477
2638;-122.6640071;42.1824156
3254;-122.7214353;45.2503595
2731;-122.8184896;45.6265064
12449;-123.371482;42.5591348
12784;-123.3713871;42.558329
8868;-122.7894593;42.2582995
1238;-122.7790492;45.2040072
10141;-122.3659941;42.1181747
1284;-122.7797842;45.2036694
3570;-117.8690352;45.1566962
2494;-122.8057135;45.2897622
11818;-118.413592;45.4932557
8317;-120.8393873;45.6697196
11807;-118.4230323;45.5035401
12345;-122.758323;45.3686458
2176;-122.7495137;45.3706822
709;-118.5067775;45.5998612
687;-118.5070844;45.599779
11728;-122.3831321;45.5447368
6929;-123.8518526;46.1880405
7503;-122.2760629;45.5423924
6608;-122.6296775;45.5734944
2575;-122.6606226;45.535784
4358;-123.2065629;45.1130797
4335;-123.2067771;45.1127629
5085;-122.6525559;45.5300801
8418;-118.8011493;45.6685294
9346;-118.803432;45.6685289
9431;-122.6787901;45.6010451
7173;-123.107574;43.7518836
2997;-123.1079751;43.7517204
11642;-123.3833171;42.6311777
7928;-122.6323818;45.5740253
6766;-119.560867;45.364457
9631;-122.764243;45.3813117
3138;-122.9693847;45.3319123
12306;-122.452768;42.120284
12707;-121.2032518;45.6098642
7883;-122.4858863;45.4107989
